link_real,nombre_muni,nombre_dep,mesas_informadas%,mesas_usadas,mesas_disponibles,votantes%,votantes_cumplieron,votantes_habilidatos,apoya%,apoya#,no_apoya%,no_apoya#,votos_validos,votos_no_marcados,votos_anulados
https://elecciones.registraduria.gov.co/pre_plebis_2016/99PL/DPL15103ZZZZZZZZZZZZ_L1.htm,GACHETA,CUNDINAMARCA,100.0,22,22,34.64,3193,9217,34.44,1070,65.55,2036,3106,32,55
https://elecciones.registraduria.gov.co/pre_plebis_2016/99PL/DPL15106ZZZZZZZZZZZZ_L1.htm,GAMA,CUNDINAMARCA,100.0,8,8,38.38,1191,3103,46.99,540,53.0,609,1149,24,18
https://elecciones.registraduria.gov.co/pre_plebis_2016/99PL/DPL15109ZZZZZZZZZZZZ_L1.htm,GIRARDOT,CUNDINAMARCA,100.0,183,183,41.03,33639,81967,36.87,12251,63.12,20971,33222,83,334
https://elecciones.registraduria.gov.co/pre_plebis_2016/99PL/DPL15132ZZZZZZZZZZZZ_L1.htm,GRANADA,CUNDINAMARCA,100.0,13,13,40.33,2247,5571,46.6,1022,53.39,1171,2193,15,39
https://elecciones.registraduria.gov.co/pre_plebis_2016/99PL/DPL15112ZZZZZZZZZZZZ_L1.htm,GUACHETA,CUNDINAMARCA,100.0,21,21,41.52,3566,8587,41.55,1424,58.44,2003,3427,36,103
https://elecciones.registraduria.gov.co/pre_plebis_2016/99PL/DPL15115ZZZZZZZZZZZZ_L1.htm,GUADUAS,CUNDINAMARCA,100.0,56,56,38.31,8502,22188,41.1,3388,58.89,4854,8242,79,181
https://elecciones.registraduria.gov.co/pre_plebis_2016/99PL/DPL15118ZZZZZZZZZZZZ_L1.htm,GUASCA,CUNDINAMARCA,100.0,24,24,43.66,4472,10241,35.41,1555,64.58,2836,4391,21,60
https://elecciones.registraduria.gov.co/pre_plebis_2016/99PL/DPL15121ZZZZZZZZZZZZ_L1.htm,GUATAQUI,CUNDINAMARCA,100.0,5,5,33.19,732,2205,56.69,402,43.3,307,709,10,13
https://elecciones.registraduria.gov.co/pre_plebis_2016/99PL/DPL15124ZZZZZZZZZZZZ_L1.htm,GUATAVITA,CUNDINAMARCA,100.0,12,12,43.19,2136,4945,38.8,811,61.19,1279,2090,14,32
https://elecciones.registraduria.gov.co/pre_plebis_2016/99PL/DPL15127ZZZZZZZZZZZZ_L1.htm,GUAYABAL DE SIQUIMA,CUNDINAMARCA,100.0,9,9,43.17,1557,3606,49.34,750,50.65,770,1520,9,28
https://elecciones.registraduria.gov.co/pre_plebis_2016/99PL/DPL15128ZZZZZZZZZZZZ_L1.htm,GUAYABETAL,CUNDINAMARCA,100.0,11,11,45.39,2028,4467,25.86,513,74.13,1470,1983,9,36
https://elecciones.registraduria.gov.co/pre_plebis_2016/99PL/DPL15130ZZZZZZZZZZZZ_L1.htm,GUTIERREZ,CUNDINAMARCA,100.0,7,7,49.9,1343,2691,36.61,480,63.38,831,1311,5,27
https://elecciones.registraduria.gov.co/pre_plebis_2016/99PL/DPL15133ZZZZZZZZZZZZ_L1.htm,JERUSALEN,CUNDINAMARCA,100.0,7,7,32.88,888,2700,54.79,474,45.2,391,865,16,7
https://elecciones.registraduria.gov.co/pre_plebis_2016/99PL/DPL15136ZZZZZZZZZZZZ_L1.htm,JUNIN,CUNDINAMARCA,100.0,15,15,32.02,1769,5524,40.41,694,59.58,1023,1717,13,39
https://elecciones.registraduria.gov.co/pre_plebis_2016/99PL/DPL15139ZZZZZZZZZZZZ_L1.htm,LA CALERA,CUNDINAMARCA,100.0,47,47,45.74,9292,20312,53.37,4885,46.62,4267,9152,26,114
https://elecciones.registraduria.gov.co/pre_plebis_2016/99PL/DPL15142ZZZZZZZZZZZZ_L1.htm,LA MESA,CUNDINAMARCA,100.0,56,56,37.52,8806,23470,50.37,4356,49.62,4291,8647,36,123
https://elecciones.registraduria.gov.co/pre_plebis_2016/99PL/DPL15145ZZZZZZZZZZZZ_L1.htm,LA PALMA,CUNDINAMARCA,100.0,21,21,33.84,2947,8708,61.17,1714,38.82,1088,2802,71,74
https://elecciones.registraduria.gov.co/pre_plebis_2016/99PL/DPL15148ZZZZZZZZZZZZ_L1.htm,LA PEÑA,CUNDINAMARCA,100.0,13,13,37.14,2083,5608,25.54,514,74.45,1498,2012,41,30
https://elecciones.registraduria.gov.co/pre_plebis_2016/99PL/DPL15151ZZZZZZZZZZZZ_L1.htm,LA VEGA,CUNDINAMARCA,100.0,29,29,44.31,5399,12184,45.68,2408,54.31,2863,5271,17,111
https://elecciones.registraduria.gov.co/pre_plebis_2016/99PL/DPL15154ZZZZZZZZZZZZ_L1.htm,LENGUAZAQUE,CUNDINAMARCA,100.0,16,16,37.84,2636,6966,39.75,1011,60.24,1532,2543,16,77
https://elecciones.registraduria.gov.co/pre_plebis_2016/99PL/DPL15157ZZZZZZZZZZZZ_L1.htm,MACHETA,CUNDINAMARCA,100.0,14,14,29.87,1825,6109,43.05,762,56.94,1008,1770,20,35
https://elecciones.registraduria.gov.co/pre_plebis_2016/99PL/DPL15160ZZZZZZZZZZZZ_L1.htm,MADRID,CUNDINAMARCA,100.0,118,118,52.27,28695,54897,37.75,10555,62.24,17404,27959,95,641
https://elecciones.registraduria.gov.co/pre_plebis_2016/99PL/DPL15163ZZZZZZZZZZZZ_L1.htm,MANTA,CUNDINAMARCA,100.0,10,10,42.31,1739,4110,50.23,848,49.76,840,1688,17,34
https://elecciones.registraduria.gov.co/pre_plebis_2016/99PL/DPL15166ZZZZZZZZZZZZ_L1.htm,MEDINA,CUNDINAMARCA,100.0,20,20,44.8,3034,6771,35.43,1042,64.56,1899,2941,39,54
https://elecciones.registraduria.gov.co/pre_plebis_2016/99PL/DPL15169ZZZZZZZZZZZZ_L1.htm,MOSQUERA,CUNDINAMARCA,100.0,133,133,52.06,30102,57821,44.12,13047,55.87,16521,29568,86,448
https://elecciones.registraduria.gov.co/pre_plebis_2016/99PL/DPL15172ZZZZZZZZZZZZ_L1.htm,NARIÑO,CUNDINAMARCA,100.0,6,6,29.5,748,2535,47.63,353,52.36,388,741,3,4
https://elecciones.registraduria.gov.co/pre_plebis_2016/99PL/DPL15175ZZZZZZZZZZZZ_L1.htm,NEMOCON,CUNDINAMARCA,100.0,21,21,50.06,4486,8960,36.75,1603,63.24,2758,4361,35,90
https://elecciones.registraduria.gov.co/pre_plebis_2016/99PL/DPL15178ZZZZZZZZZZZZ_L1.htm,NILO,CUNDINAMARCA,100.0,16,16,40.45,2531,6256,55.79,1397,44.2,1107,2504,9,18
https://elecciones.registraduria.gov.co/pre_plebis_2016/99PL/DPL15181ZZZZZZZZZZZZ_L1.htm,NIMAIMA,CUNDINAMARCA,100.0,9,9,42.05,1326,3153,41.86,540,58.13,750,1290,12,24
https://elecciones.registraduria.gov.co/pre_plebis_2016/99PL/DPL15184ZZZZZZZZZZZZ_L1.htm,NOCAIMA,CUNDINAMARCA,100.0,12,12,42.38,2191,5169,58.55,1252,41.44,886,2138,13,40
https://elecciones.registraduria.gov.co/pre_plebis_2016/99PL/DPL15190ZZZZZZZZZZZZ_L1.htm,PACHO,CUNDINAMARCA,100.0,47,47,38.55,7904,20502,48.48,3726,51.51,3959,7685,76,143
https://elecciones.registraduria.gov.co/pre_plebis_2016/99PL/DPL15193ZZZZZZZZZZZZ_L1.htm,PAIME,CUNDINAMARCA,100.0,13,13,32.84,1499,4564,52.53,766,47.46,692,1458,19,22
https://elecciones.registraduria.gov.co/pre_plebis_2016/99PL/DPL15196ZZZZZZZZZZZZ_L1.htm,PANDI,CUNDINAMARCA,100.0,10,10,34.23,1411,4122,53.73,741,46.26,638,1379,9,23
https://elecciones.registraduria.gov.co/pre_plebis_2016/99PL/DPL15198ZZZZZZZZZZZZ_L1.htm,PARATEBUENO (LA NAGUAYA),CUNDINAMARCA,100.0,19,19,44.14,3066,6946,41.22,1227,58.77,1749,2976,21,69
https://elecciones.registraduria.gov.co/pre_plebis_2016/99PL/DPL15199ZZZZZZZZZZZZ_L1.htm,PASCA,CUNDINAMARCA,100.0,18,18,37.17,2827,7605,57.12,1567,42.87,1176,2743,20,64
https://elecciones.registraduria.gov.co/pre_plebis_2016/99PL/DPL15202ZZZZZZZZZZZZ_L1.htm,PUERTO SALGAR,CUNDINAMARCA,100.0,31,31,33.98,4395,12932,33.25,1421,66.74,2852,4273,28,94
https://elecciones.registraduria.gov.co/pre_plebis_2016/99PL/DPL15205ZZZZZZZZZZZZ_L1.htm,PULI,CUNDINAMARCA,100.0,8,8,32.84,938,2856,48.39,437,51.6,466,903,11,24
https://elecciones.registraduria.gov.co/pre_plebis_2016/99PL/DPL15208ZZZZZZZZZZZZ_L1.htm,QUEBRADANEGRA,CUNDINAMARCA,100.0,11,11,41.31,1651,3996,29.68,480,70.31,1137,1617,13,21
https://elecciones.registraduria.gov.co/pre_plebis_2016/99PL/DPL15211ZZZZZZZZZZZZ_L1.htm,QUETAME,CUNDINAMARCA,100.0,13,13,43.49,2352,5408,32.32,741,67.67,1551,2292,7,53
https://elecciones.registraduria.gov.co/pre_plebis_2016/99PL/DPL15214ZZZZZZZZZZZZ_L1.htm,QUIPILE,CUNDINAMARCA,100.0,16,16,34.14,2095,6135,36.39,745,63.6,1302,2047,22,26
https://elecciones.registraduria.gov.co/pre_plebis_2016/99PL/DPL15218ZZZZZZZZZZZZ_L1.htm,RICAURTE,CUNDINAMARCA,100.0,24,24,36.29,3795,10455,44.84,1688,55.15,2076,3764,14,17
https://elecciones.registraduria.gov.co/pre_plebis_2016/99PL/DPL15220ZZZZZZZZZZZZ_L1.htm,SAN ANTONIO DEL TEQUENDAMA,CUNDINAMARCA,100.0,21,21,38.9,3360,8637,51.46,1704,48.53,1607,3311,16,33
https://elecciones.registraduria.gov.co/pre_plebis_2016/99PL/DPL15223ZZZZZZZZZZZZ_L1.htm,SAN BERNARDO,CUNDINAMARCA,100.0,18,18,35.43,2765,7804,47.71,1286,52.28,1409,2695,18,52
https://elecciones.registraduria.gov.co/pre_plebis_2016/99PL/DPL15226ZZZZZZZZZZZZ_L1.htm,SAN CAYETANO,CUNDINAMARCA,100.0,12,12,31.58,1364,4319,48.5,651,51.49,691,1342,13,9
https://elecciones.registraduria.gov.co/pre_plebis_2016/99PL/DPL15229ZZZZZZZZZZZZ_L1.htm,SAN FRANCISCO,CUNDINAMARCA,100.0,20,20,39.58,3321,8389,35.98,1180,64.01,2099,3279,10,32
https://elecciones.registraduria.gov.co/pre_plebis_2016/99PL/DPL15232ZZZZZZZZZZZZ_L1.htm,SAN JUAN DE RIOSECO,CUNDINAMARCA,100.0,21,21,38.45,3451,8973,45.11,1523,54.88,1853,3376,34,41
https://elecciones.registraduria.gov.co/pre_plebis_2016/99PL/DPL15235ZZZZZZZZZZZZ_L1.htm,SASAIMA,CUNDINAMARCA,100.0,20,20,38.63,3320,8594,34.8,1137,65.19,2130,3267,18,35
https://elecciones.registraduria.gov.co/pre_plebis_2016/99PL/DPL15238ZZZZZZZZZZZZ_L1.htm,SESQUILE,CUNDINAMARCA,100.0,18,18,49.97,3880,7764,39.63,1488,60.36,2266,3754,17,109
https://elecciones.registraduria.gov.co/pre_plebis_2016/99PL/DPL15239ZZZZZZZZZZZZ_L1.htm,SIBATE,CUNDINAMARCA,100.0,56,56,43.96,10578,24060,39.9,4132,60.09,6222,10354,45,179
https://elecciones.registraduria.gov.co/pre_plebis_2016/99PL/DPL15241ZZZZZZZZZZZZ_L1.htm,SILVANIA,CUNDINAMARCA,100.0,39,39,39.15,6480,16551,47.81,3045,52.18,3323,6368,44,68
https://elecciones.registraduria.gov.co/pre_plebis_2016/99PL/DPL15244ZZZZZZZZZZZZ_L1.htm,SIMIJACA,CUNDINAMARCA,100.0,21,21,39.11,3367,8608,35.98,1179,64.01,2097,3276,26,65
https://elecciones.registraduria.gov.co/pre_plebis_2016/99PL/DPL15247ZZZZZZZZZZZZ_L1.htm,SOACHA,CUNDINAMARCA,100.0,457,457,45.09,90969,201745,47.58,42449,52.41,46767,89216,289,1464
https://elecciones.registraduria.gov.co/pre_plebis_2016/99PL/DPL15250ZZZZZZZZZZZZ_L1.htm,SOPO,CUNDINAMARCA,100.0,37,37,56.75,9243,16285,50.43,4579,49.56,4500,9079,27,137
https://elecciones.registraduria.gov.co/pre_plebis_2016/99PL/DPL15256ZZZZZZZZZZZZ_L1.htm,SUBACHOQUE,CUNDINAMARCA,100.0,27,27,53.78,6019,11191,31.11,1838,68.88,4070,5908,21,90
https://elecciones.registraduria.gov.co/pre_plebis_2016/99PL/DPL15259ZZZZZZZZZZZZ_L1.htm,SUESCA,CUNDINAMARCA,100.0,23,23,48.69,4738,9730,42.74,1956,57.25,2620,4576,24,138
https://elecciones.registraduria.gov.co/pre_plebis_2016/99PL/DPL15262ZZZZZZZZZZZZ_L1.htm,SUPATA,CUNDINAMARCA,100.0,10,10,37.67,1565,4154,37.86,574,62.13,942,1516,19,30
https://elecciones.registraduria.gov.co/pre_plebis_2016/99PL/DPL15265ZZZZZZZZZZZZ_L1.htm,SUSA,CUNDINAMARCA,100.0,12,12,41.04,2094,5102,52.47,1048,47.52,949,1997,21,76
https://elecciones.registraduria.gov.co/pre_plebis_2016/99PL/DPL15268ZZZZZZZZZZZZ_L1.htm,SUTATAUSA,CUNDINAMARCA,100.0,10,10,43.11,1615,3746,36.11,563,63.88,996,1559,21,35
https://elecciones.registraduria.gov.co/pre_plebis_2016/99PL/DPL15271ZZZZZZZZZZZZ_L1.htm,TABIO,CUNDINAMARCA,100.0,34,34,50.38,7386,14659,44.92,3249,55.07,3983,7232,20,134
https://elecciones.registraduria.gov.co/pre_plebis_2016/99PL/DPL15274ZZZZZZZZZZZZ_L1.htm,TAUSA,CUNDINAMARCA,100.0,14,14,47.29,2705,5720,28.09,737,71.9,1886,2623,19,63
https://elecciones.registraduria.gov.co/pre_plebis_2016/99PL/DPL15277ZZZZZZZZZZZZ_L1.htm,TENA,CUNDINAMARCA,100.0,15,15,37.24,2308,6197,54.63,1238,45.36,1028,2266,19,23
https://elecciones.registraduria.gov.co/pre_plebis_2016/99PL/DPL15280ZZZZZZZZZZZZ_L1.htm,TENJO,CUNDINAMARCA,100.0,33,33,49.78,6984,14029,42.25,2903,57.74,3968,6871,20,93
https://elecciones.registraduria.gov.co/pre_plebis_2016/99PL/DPL15283ZZZZZZZZZZZZ_L1.htm,TIBACUY,CUNDINAMARCA,100.0,10,10,40.69,1508,3706,53.32,778,46.67,681,1459,29,20
https://elecciones.registraduria.gov.co/pre_plebis_2016/99PL/DPL15286ZZZZZZZZZZZZ_L1.htm,TIBIRITA,CUNDINAMARCA,100.0,7,7,35.25,1064,3018,65.13,667,34.86,357,1024,31,9
https://elecciones.registraduria.gov.co/pre_plebis_2016/99PL/DPL15289ZZZZZZZZZZZZ_L1.htm,TOCAIMA,CUNDINAMARCA,100.0,30,30,36.29,4680,12896,51.1,2351,48.89,2249,4600,20,60
https://elecciones.registraduria.gov.co/pre_plebis_2016/99PL/DPL15292ZZZZZZZZZZZZ_L1.htm,TOCANCIPA,CUNDINAMARCA,100.0,57,57,49.91,12199,24441,41.99,4971,58.0,6865,11836,43,320
https://elecciones.registraduria.gov.co/pre_plebis_2016/99PL/DPL15295ZZZZZZZZZZZZ_L1.htm,TOPAIPI,CUNDINAMARCA,100.0,11,11,38.07,1546,4060,55.7,825,44.29,656,1481,27,38
https://elecciones.registraduria.gov.co/pre_plebis_2016/99PL/DPL15298ZZZZZZZZZZZZ_L1.htm,UBALA,CUNDINAMARCA,100.0,23,23,32.16,2727,8478,41.25,1082,58.74,1541,2623,35,69
https://elecciones.registraduria.gov.co/pre_plebis_2016/99PL/DPL15301ZZZZZZZZZZZZ_L1.htm,UBAQUE,CUNDINAMARCA,100.0,13,13,38.55,2182,5660,43.32,915,56.67,1197,2112,25,45
https://elecciones.registraduria.gov.co/pre_plebis_2016/99PL/DPL15304ZZZZZZZZZZZZ_L1.htm,UBATE,CUNDINAMARCA,100.0,72,72,42.99,13247,30807,38.13,4922,61.86,7985,12907,66,274
https://elecciones.registraduria.gov.co/pre_plebis_2016/99PL/DPL15307ZZZZZZZZZZZZ_L1.htm,UNE,CUNDINAMARCA,100.0,16,16,46.83,2954,6307,44.65,1296,55.34,1606,2902,15,37
https://elecciones.registraduria.gov.co/pre_plebis_2016/99PL/DPL15316ZZZZZZZZZZZZ_L1.htm,UTICA,CUNDINAMARCA,100.0,11,11,39.08,1837,4700,34.22,616,65.77,1184,1800,19,18
https://elecciones.registraduria.gov.co/pre_plebis_2016/99PL/DPL15318ZZZZZZZZZZZZ_L1.htm,VENECIA,CUNDINAMARCA,100.0,9,9,34.05,1213,3562,56.89,677,43.1,513,1190,8,15
https://elecciones.registraduria.gov.co/pre_plebis_2016/99PL/DPL15319ZZZZZZZZZZZZ_L1.htm,VERGARA,CUNDINAMARCA,100.0,20,20,31.54,2317,7346,51.41,1147,48.58,1084,2231,45,41
https://elecciones.registraduria.gov.co/pre_plebis_2016/99PL/DPL15322ZZZZZZZZZZZZ_L1.htm,VIANI,CUNDINAMARCA,100.0,9,9,37.26,1441,3867,51.89,726,48.1,673,1399,14,28
https://elecciones.registraduria.gov.co/pre_plebis_2016/99PL/DPL15323ZZZZZZZZZZZZ_L1.htm,VILLAGOMEZ,CUNDINAMARCA,100.0,5,5,31.69,607,1915,34.55,198,65.44,375,573,17,17
https://elecciones.registraduria.gov.co/pre_plebis_2016/99PL/DPL15325ZZZZZZZZZZZZ_L1.htm,VILLAPINZON,CUNDINAMARCA,100.0,29,29,45.54,5830,12800,29.14,1661,70.85,4039,5700,41,89
https://elecciones.registraduria.gov.co/pre_plebis_2016/99PL/DPL15328ZZZZZZZZZZZZ_L1.htm,VILLETA,CUNDINAMARCA,100.0,55,55,41.84,9149,21862,35.13,3165,64.86,5842,9007,49,93
https://elecciones.registraduria.gov.co/pre_plebis_2016/99PL/DPL15331ZZZZZZZZZZZZ_L1.htm,VIOTA,CUNDINAMARCA,100.0,25,25,38.54,3993,10358,48.62,1899,51.37,2006,3905,22,66
https://elecciones.registraduria.gov.co/pre_plebis_2016/99PL/DPL15334ZZZZZZZZZZZZ_L1.htm,YACOPI,CUNDINAMARCA,100.0,31,31,28.16,3227,11457,43.04,1339,56.95,1772,3111,65,51
https://elecciones.registraduria.gov.co/pre_plebis_2016/99PL/DPL15337ZZZZZZZZZZZZ_L1.htm,ZIPACON,CUNDINAMARCA,100.0,10,10,50.5,2066,4091,47.31,962,52.68,1071,2033,16,17
https://elecciones.registraduria.gov.co/pre_plebis_2016/99PL/DPL15340ZZZZZZZZZZZZ_L1.htm,ZIPAQUIRA,CUNDINAMARCA,100.0,184,184,52.25,42955,82209,48.41,20348,51.58,21680,42028,120,807
https://elecciones.registraduria.gov.co/pre_plebis_2016/99PL/DPL50070ZZZZZZZZZZZZ_L1.htm,BARRANCO MINAS,GUAINIA,100.0,7,7,18.73,372,1986,81.64,298,18.35,67,365,2,5
https://elecciones.registraduria.gov.co/pre_plebis_2016/99PL/DPL50073ZZZZZZZZZZZZ_L1.htm,CACAHUAL,GUAINIA,100.0,1,1,7.39,25,338,70.83,17,29.16,7,24,0,1
https://elecciones.registraduria.gov.co/pre_plebis_2016/99PL/DPL50001ZZZZZZZZZZZZ_L1.htm,INIRIDA,GUAINIA,100.0,47,47,26.24,5194,19789,52.22,2663,47.77,2436,5099,45,50
https://elecciones.registraduria.gov.co/pre_plebis_2016/99PL/DPL50078ZZZZZZZZZZZZ_L1.htm,LA GUADALUPE,GUAINIA,0.0,0,1,0.0,0,175,0.0,0,0.0,0,0,0,0
https://elecciones.registraduria.gov.co/pre_plebis_2016/99PL/DPL50050ZZZZZZZZZZZZ_L1.htm,MAPIRIPANA,GUAINIA,50.0,1,2,8.46,49,579,91.83,45,8.16,4,49,0,0
https://elecciones.registraduria.gov.co/pre_plebis_2016/99PL/DPL50083ZZZZZZZZZZZZ_L1.htm,MORICHAL (MORICHAL NUEVO),GUAINIA,100.0,1,1,24.02,43,179,100.0,42,0.0,0,42,1,0
https://elecciones.registraduria.gov.co/pre_plebis_2016/99PL/DPL50087ZZZZZZZZZZZZ_L1.htm,PANA PANA (CAMPO ALEGRE),GUAINIA,100.0,3,3,49.39,162,328,71.6,116,28.39,46,162,0,0
https://elecciones.registraduria.gov.co/pre_plebis_2016/99PL/DPL50090ZZZZZZZZZZZZ_L1.htm,PUERTO COLOMBIA,GUAINIA,100.0,4,4,8.78,106,1207,57.14,60,42.85,45,105,1,0
https://elecciones.registraduria.gov.co/pre_plebis_2016/99PL/DPL50092ZZZZZZZZZZZZ_L1.htm,SAN FELIPE,GUAINIA,100.0,2,2,18.44,154,835,59.02,85,40.97,59,144,5,5
https://elecciones.registraduria.gov.co/pre_plebis_2016/99PL/DPL54003ZZZZZZZZZZZZ_L1.htm,CALAMAR,GUAVIARE,100.0,13,13,28.03,1537,5482,72.12,1079,27.87,417,1496,17,24
https://elecciones.registraduria.gov.co/pre_plebis_2016/99PL/DPL54007ZZZZZZZZZZZZ_L1.htm,EL RETORNO,GUAVIARE,100.0,24,24,39.09,3630,9285,59.22,2048,40.77,1410,3458,47,125
https://elecciones.registraduria.gov.co/pre_plebis_2016/99PL/DPL54012ZZZZZZZZZZZZ_L1.htm,MIRAFLORES,GUAVIARE,100.0,11,11,24.02,1013,4217,85.65,848,14.34,142,990,12,11
https://elecciones.registraduria.gov.co/pre_plebis_2016/99PL/DPL54001ZZZZZZZZZZZZ_L1.htm,SAN JOSE DEL GUAVIARE,GUAVIARE,100.0,88,88,41.94,15714,37463,47.35,7157,52.64,7955,15112,189,413
https://elecciones.registraduria.gov.co/pre_plebis_2016/99PL/DPL19004ZZZZZZZZZZZZ_L1.htm,ACEVEDO,HUILA,100.0,43,43,33.7,6214,18437,23.51,1432,76.48,4658,6090,45,79
https://elecciones.registraduria.gov.co/pre_plebis_2016/99PL/DPL19007ZZZZZZZZZZZZ_L1.htm,AGRADO,HUILA,100.0,16,16,40.84,2779,6804,32.12,875,67.87,1849,2724,26,29
https://elecciones.registraduria.gov.co/pre_plebis_2016/99PL/DPL19010ZZZZZZZZZZZZ_L1.htm,AIPE,HUILA,100.0,36,36,36.99,5537,14967,46.06,2491,53.93,2917,5408,58,71
https://elecciones.registraduria.gov.co/pre_plebis_2016/99PL/DPL19013ZZZZZZZZZZZZ_L1.htm,ALGECIRAS,HUILA,100.0,34,34,36.5,5234,14338,54.48,2761,45.51,2306,5067,75,92
https://elecciones.registraduria.gov.co/pre_plebis_2016/99PL/DPL19016ZZZZZZZZZZZZ_L1.htm,ALTAMIRA,HUILA,100.0,7,7,33.96,1016,2991,43.9,439,56.1,561,1000,5,11
https://elecciones.registraduria.gov.co/pre_plebis_2016/99PL/DPL19019ZZZZZZZZZZZZ_L1.htm,BARAYA,HUILA,100.0,16,16,38.55,2307,5983,53.29,1206,46.7,1057,2263,27,17
https://elecciones.registraduria.gov.co/pre_plebis_2016/99PL/DPL19022ZZZZZZZZZZZZ_L1.htm,CAMPOALEGRE,HUILA,100.0,58,58,41.18,10181,24718,38.32,3811,61.67,6134,9945,63,173
https://elecciones.registraduria.gov.co/pre_plebis_2016/99PL/DPL19028ZZZZZZZZZZZZ_L1.htm,COLOMBIA,HUILA,100.0,18,18,36.16,2442,6752,39.94,952,60.05,1431,2383,33,26
https://elecciones.registraduria.gov.co/pre_plebis_2016/99PL/DPL19031ZZZZZZZZZZZZ_L1.htm,ELIAS,HUILA,100.0,8,8,42.75,1355,3169,48.6,645,51.39,682,1327,14,14
https://elecciones.registraduria.gov.co/pre_plebis_2016/99PL/DPL19034ZZZZZZZZZZZZ_L1.htm,GARZON,HUILA,100.0,115,115,36.6,18902,51641,34.43,6356,65.56,12101,18457,158,287
https://elecciones.registraduria.gov.co/pre_plebis_2016/99PL/DPL19037ZZZZZZZZZZZZ_L1.htm,GIGANTE,HUILA,100.0,45,45,38.55,7184,18633,38.49,2668,61.5,4263,6931,65,188
https://elecciones.registraduria.gov.co/pre_plebis_2016/99PL/DPL19040ZZZZZZZZZZZZ_L1.htm,GUADALUPE,HUILA,100.0,29,29,36.97,4581,12391,29.82,1331,70.17,3132,4463,35,83
https://elecciones.registraduria.gov.co/pre_plebis_2016/99PL/DPL19043ZZZZZZZZZZZZ_L1.htm,HOBO,HUILA,100.0,13,13,41.51,2313,5571,44.56,1005,55.43,1250,2255,16,42
https://elecciones.registraduria.gov.co/pre_plebis_2016/99PL/DPL19046ZZZZZZZZZZZZ_L1.htm,IQUIRA,HUILA,100.0,18,18,42.27,2901,6862,39.12,1110,60.87,1727,2837,24,40
https://elecciones.registraduria.gov.co/pre_plebis_2016/99PL/DPL19044ZZZZZZZZZZZZ_L1.htm,ISNOS,HUILA,100.0,42,42,42.48,7723,18179,27.33,2041,72.66,5426,7467,101,155
https://elecciones.registraduria.gov.co/pre_plebis_2016/99PL/DPL19047ZZZZZZZZZZZZ_L1.htm,LA ARGENTINA (PLATA VIEJA),HUILA,100.0,24,24,30.12,3009,9990,44.6,1291,55.39,1603,2894,46,69
https://elecciones.registraduria.gov.co/pre_plebis_2016/99PL/DPL19049ZZZZZZZZZZZZ_L1.htm,LA PLATA,HUILA,100.0,90,90,34.58,13985,40433,32.74,4475,67.25,9191,13666,114,205
https://elecciones.registraduria.gov.co/pre_plebis_2016/99PL/DPL19050ZZZZZZZZZZZZ_L1.htm,NATAGA,HUILA,100.0,11,11,39.35,1770,4497,34.95,604,65.04,1124,1728,22,20
https://elecciones.registraduria.gov.co/pre_plebis_2016/99PL/DPL19001ZZZZZZZZZZZZ_L1.htm,NEIVA,HUILA,100.0,576,576,42.78,109294,255422,45.55,49083,54.44,58666,107749,479,1066
https://elecciones.registraduria.gov.co/pre_plebis_2016/99PL/DPL19051ZZZZZZZZZZZZ_L1.htm,OPORAPA,HUILA,100.0,18,18,43.06,3174,7370,27.38,847,72.61,2246,3093,36,45
https://elecciones.registraduria.gov.co/pre_plebis_2016/99PL/DPL19052ZZZZZZZZZZZZ_L1.htm,PAICOL,HUILA,100.0,11,11,45.9,2175,4738,28.41,604,71.58,1522,2126,22,27
https://elecciones.registraduria.gov.co/pre_plebis_2016/99PL/DPL19055ZZZZZZZZZZZZ_L1.htm,PALERMO,HUILA,100.0,50,50,38.13,7831,20533,37.6,2901,62.39,4814,7715,37,79
https://elecciones.registraduria.gov.co/pre_plebis_2016/99PL/DPL19056ZZZZZZZZZZZZ_L1.htm,PALESTINA,HUILA,100.0,20,20,36.66,3120,8509,37.92,1146,62.07,1876,3022,34,64
https://elecciones.registraduria.gov.co/pre_plebis_2016/99PL/DPL19058ZZZZZZZZZZZZ_L1.htm,PITAL,HUILA,100.0,22,22,40.09,3658,9123,28.37,1016,71.62,2565,3581,22,55
https://elecciones.registraduria.gov.co/pre_plebis_2016/99PL/DPL19061ZZZZZZZZZZZZ_L1.htm,PITALITO,HUILA,100.0,200,200,34.8,31240,89760,34.77,10660,65.22,19996,30656,179,405
https://elecciones.registraduria.gov.co/pre_plebis_2016/99PL/DPL19064ZZZZZZZZZZZZ_L1.htm,RIVERA,HUILA,100.0,38,38,40.09,6495,16199,45.86,2919,54.13,3446,6365,40,90
https://elecciones.registraduria.gov.co/pre_plebis_2016/99PL/DPL19067ZZZZZZZZZZZZ_L1.htm,SALADOBLANCO,HUILA,100.0,22,22,39.91,3447,8635,42.31,1420,57.68,1936,3356,38,53
https://elecciones.registraduria.gov.co/pre_plebis_2016/99PL/DPL19070ZZZZZZZZZZZZ_L1.htm,SAN AGUSTIN,HUILA,100.0,56,56,36.96,8630,23344,32.65,2741,67.34,5652,8393,93,144
