link_real,nombre_muni,nombre_dep,mesas_informadas%,mesas_usadas,mesas_disponibles,votantes%,votantes_cumplieron,votantes_habilidatos,apoya%,apoya#,no_apoya%,no_apoya#,votos_validos,votos_no_marcados,votos_anulados
https://elecciones.registraduria.gov.co/pre_plebis_2016/99PL/DPL60010ZZZZZZZZZZZZ_L1.htm,EL ENCANTO,AMAZONAS,100.0,2,2,30.01,223,743,76.92,170,23.07,51,221,0,2
https://elecciones.registraduria.gov.co/pre_plebis_2016/99PL/DPL60013ZZZZZZZZZZZZ_L1.htm,LA CHORRERA,AMAZONAS,100.0,3,3,35.53,366,1030,82.87,300,17.12,62,362,1,3
https://elecciones.registraduria.gov.co/pre_plebis_2016/99PL/DPL60016ZZZZZZZZZZZZ_L1.htm,LA PEDRERA,AMAZONAS,100.0,3,3,21.42,216,1008,88.31,189,11.68,25,214,1,1
https://elecciones.registraduria.gov.co/pre_plebis_2016/99PL/DPL60017ZZZZZZZZZZZZ_L1.htm,LA VICTORIA,AMAZONAS,100.0,1,1,27.77,5,18,80.0,4,20.0,1,5,0,0
https://elecciones.registraduria.gov.co/pre_plebis_2016/99PL/DPL60001ZZZZZZZZZZZZ_L1.htm,LETICIA,AMAZONAS,100.0,82,82,25.98,8990,34592,49.66,4403,50.33,4463,8866,40,84
https://elecciones.registraduria.gov.co/pre_plebis_2016/99PL/DPL60019ZZZZZZZZZZZZ_L1.htm,MIRITI PARANA,AMAZONAS,100.0,2,2,20.12,96,477,92.7,89,7.29,7,96,0,0
https://elecciones.registraduria.gov.co/pre_plebis_2016/99PL/DPL60030ZZZZZZZZZZZZ_L1.htm,PUERTO ALEGRIA,AMAZONAS,100.0,1,1,22.77,59,259,91.22,52,8.77,5,57,1,1
https://elecciones.registraduria.gov.co/pre_plebis_2016/99PL/DPL60040ZZZZZZZZZZZZ_L1.htm,PUERTO ARICA,AMAZONAS,100.0,1,1,29.38,119,405,81.51,97,18.48,22,119,0,0
https://elecciones.registraduria.gov.co/pre_plebis_2016/99PL/DPL60007ZZZZZZZZZZZZ_L1.htm,PUERTO NARIÑO,AMAZONAS,100.0,10,10,26.7,1153,4317,75.18,830,24.81,274,1104,32,17
https://elecciones.registraduria.gov.co/pre_plebis_2016/99PL/DPL60021ZZZZZZZZZZZZ_L1.htm,PUERTO SANTANDER,AMAZONAS,100.0,2,2,22.27,143,642,88.65,125,11.34,16,141,0,2
https://elecciones.registraduria.gov.co/pre_plebis_2016/99PL/DPL60022ZZZZZZZZZZZZ_L1.htm,TARAPACA,AMAZONAS,100.0,3,3,26.38,344,1304,79.57,265,20.42,68,333,7,4
https://elecciones.registraduria.gov.co/pre_plebis_2016/99PL/DPL01004ZZZZZZZZZZZZ_L1.htm,ABEJORRAL,ANTIOQUIA,100.0,39,39,23.87,3647,15274,38.1,1296,61.89,2105,3401,194,52
https://elecciones.registraduria.gov.co/pre_plebis_2016/99PL/DPL01007ZZZZZZZZZZZZ_L1.htm,ABRIAQUI,ANTIOQUIA,100.0,6,6,29.51,572,1938,39.08,213,60.91,332,545,14,13
https://elecciones.registraduria.gov.co/pre_plebis_2016/99PL/DPL01010ZZZZZZZZZZZZ_L1.htm,ALEJANDRIA,ANTIOQUIA,100.0,11,11,37.9,1735,4577,58.12,966,41.87,696,1662,51,22
https://elecciones.registraduria.gov.co/pre_plebis_2016/99PL/DPL01013ZZZZZZZZZZZZ_L1.htm,AMAGA,ANTIOQUIA,100.0,53,53,28.91,6370,22028,33.48,2084,66.51,4139,6223,53,94
https://elecciones.registraduria.gov.co/pre_plebis_2016/99PL/DPL01016ZZZZZZZZZZZZ_L1.htm,AMALFI,ANTIOQUIA,100.0,40,40,22.55,3818,16928,36.24,1310,63.75,2304,3614,132,72
https://elecciones.registraduria.gov.co/pre_plebis_2016/99PL/DPL01019ZZZZZZZZZZZZ_L1.htm,ANDES,ANTIOQUIA,100.0,76,76,26.09,9093,34842,35.78,3193,64.21,5729,8922,78,93
https://elecciones.registraduria.gov.co/pre_plebis_2016/99PL/DPL01022ZZZZZZZZZZZZ_L1.htm,ANGELOPOLIS,ANTIOQUIA,100.0,14,14,27.98,1589,5679,35.51,553,64.48,1004,1557,9,23
https://elecciones.registraduria.gov.co/pre_plebis_2016/99PL/DPL01025ZZZZZZZZZZZZ_L1.htm,ANGOSTURA,ANTIOQUIA,100.0,23,23,21.13,1935,9154,39.29,705,60.7,1089,1794,57,84
https://elecciones.registraduria.gov.co/pre_plebis_2016/99PL/DPL01028ZZZZZZZZZZZZ_L1.htm,ANORI,ANTIOQUIA,100.0,30,30,26.77,2984,11144,64.92,1764,35.07,953,2717,227,40
https://elecciones.registraduria.gov.co/pre_plebis_2016/99PL/DPL01031ZZZZZZZZZZZZ_L1.htm,ANTIOQUIA,ANTIOQUIA,100.0,48,48,27.84,5495,19732,38.21,2041,61.78,3300,5341,52,102
https://elecciones.registraduria.gov.co/pre_plebis_2016/99PL/DPL01034ZZZZZZZZZZZZ_L1.htm,ANZA,ANTIOQUIA,100.0,14,14,20.12,1150,5715,32.91,363,67.08,740,1103,31,16
https://elecciones.registraduria.gov.co/pre_plebis_2016/99PL/DPL01035ZZZZZZZZZZZZ_L1.htm,APARTADO,ANTIOQUIA,100.0,201,201,31.34,27961,89196,52.32,14195,47.67,12936,27131,352,478
https://elecciones.registraduria.gov.co/pre_plebis_2016/99PL/DPL01037ZZZZZZZZZZZZ_L1.htm,ARBOLETES,ANTIOQUIA,100.0,52,52,27.34,5866,21448,65.58,3691,34.41,1937,5628,181,57
https://elecciones.registraduria.gov.co/pre_plebis_2016/99PL/DPL01039ZZZZZZZZZZZZ_L1.htm,ARGELIA,ANTIOQUIA,100.0,19,19,31.16,2065,6627,32.48,650,67.51,1351,2001,41,23
https://elecciones.registraduria.gov.co/pre_plebis_2016/99PL/DPL01040ZZZZZZZZZZZZ_L1.htm,ARMENIA,ANTIOQUIA,100.0,12,12,21.18,1026,4844,30.8,301,69.19,676,977,23,26
https://elecciones.registraduria.gov.co/pre_plebis_2016/99PL/DPL01043ZZZZZZZZZZZZ_L1.htm,BARBOSA,ANTIOQUIA,100.0,92,92,34.84,13430,38541,32.64,4200,67.35,8666,12866,287,277
https://elecciones.registraduria.gov.co/pre_plebis_2016/99PL/DPL01049ZZZZZZZZZZZZ_L1.htm,BELLO,ANTIOQUIA,100.0,679,679,38.26,121850,318411,36.43,43642,63.56,76122,119764,509,1577
https://elecciones.registraduria.gov.co/pre_plebis_2016/99PL/DPL01046ZZZZZZZZZZZZ_L1.htm,BELMIRA,ANTIOQUIA,100.0,14,14,33.63,1617,4807,43.37,687,56.62,897,1584,16,17
https://elecciones.registraduria.gov.co/pre_plebis_2016/99PL/DPL01052ZZZZZZZZZZZZ_L1.htm,BETANIA,ANTIOQUIA,100.0,19,19,19.21,1609,8372,29.56,466,70.43,1110,1576,11,22
https://elecciones.registraduria.gov.co/pre_plebis_2016/99PL/DPL01055ZZZZZZZZZZZZ_L1.htm,BETULIA,ANTIOQUIA,100.0,33,33,22.59,3023,13377,34.37,1005,65.62,1919,2924,50,49
https://elecciones.registraduria.gov.co/pre_plebis_2016/99PL/DPL01058ZZZZZZZZZZZZ_L1.htm,BOLIVAR,ANTIOQUIA,100.0,60,60,23.45,5636,24029,29.78,1644,70.21,3875,5519,57,60
https://elecciones.registraduria.gov.co/pre_plebis_2016/99PL/DPL01062ZZZZZZZZZZZZ_L1.htm,BRICEÑO,ANTIOQUIA,100.0,19,19,33.68,2078,6169,69.35,1367,30.64,604,1971,62,45
https://elecciones.registraduria.gov.co/pre_plebis_2016/99PL/DPL01061ZZZZZZZZZZZZ_L1.htm,BURITICA,ANTIOQUIA,100.0,19,19,20.58,1406,6829,34.75,474,65.24,890,1364,22,20
https://elecciones.registraduria.gov.co/pre_plebis_2016/99PL/DPL01064ZZZZZZZZZZZZ_L1.htm,CACERES,ANTIOQUIA,100.0,48,48,20.23,4004,19788,64.85,2506,35.14,1358,3864,57,83
https://elecciones.registraduria.gov.co/pre_plebis_2016/99PL/DPL01067ZZZZZZZZZZZZ_L1.htm,CAICEDO,ANTIOQUIA,100.0,15,15,26.26,1600,6091,39.16,593,60.83,921,1514,43,43
https://elecciones.registraduria.gov.co/pre_plebis_2016/99PL/DPL01070ZZZZZZZZZZZZ_L1.htm,CALDAS,ANTIOQUIA,100.0,129,129,42.85,25961,60580,36.52,9292,63.47,16149,25441,123,397
https://elecciones.registraduria.gov.co/pre_plebis_2016/99PL/DPL01073ZZZZZZZZZZZZ_L1.htm,CAMPAMENTO,ANTIOQUIA,100.0,15,15,20.37,1296,6360,50.61,619,49.38,604,1223,32,41
https://elecciones.registraduria.gov.co/pre_plebis_2016/99PL/DPL01076ZZZZZZZZZZZZ_L1.htm,CAÑASGORDAS,ANTIOQUIA,100.0,33,33,36.44,4884,13402,41.09,1911,58.9,2739,4650,113,121
https://elecciones.registraduria.gov.co/pre_plebis_2016/99PL/DPL01078ZZZZZZZZZZZZ_L1.htm,CARACOLI,ANTIOQUIA,100.0,14,14,24.69,1199,4856,49.35,578,50.64,593,1171,16,12
https://elecciones.registraduria.gov.co/pre_plebis_2016/99PL/DPL01079ZZZZZZZZZZZZ_L1.htm,CARAMANTA,ANTIOQUIA,100.0,14,14,27.08,1417,5231,41.82,568,58.17,790,1358,33,26
https://elecciones.registraduria.gov.co/pre_plebis_2016/99PL/DPL01080ZZZZZZZZZZZZ_L1.htm,CAREPA,ANTIOQUIA,100.0,98,98,28.29,11733,41461,46.79,5327,53.2,6057,11384,159,190
https://elecciones.registraduria.gov.co/pre_plebis_2016/99PL/DPL01082ZZZZZZZZZZZZ_L1.htm,CARMEN DE VIBORAL,ANTIOQUIA,100.0,80,80,50.65,16750,33070,33.88,5528,66.11,10787,16315,163,272
https://elecciones.registraduria.gov.co/pre_plebis_2016/99PL/DPL01085ZZZZZZZZZZZZ_L1.htm,CAROLINA,ANTIOQUIA,100.0,11,11,28.17,1150,4081,41.99,464,58.0,641,1105,22,23
https://elecciones.registraduria.gov.co/pre_plebis_2016/99PL/DPL01088ZZZZZZZZZZZZ_L1.htm,CAUCASIA,ANTIOQUIA,100.0,162,162,31.61,20911,66133,43.36,8801,56.63,11495,20296,247,368
https://elecciones.registraduria.gov.co/pre_plebis_2016/99PL/DPL01106ZZZZZZZZZZZZ_L1.htm,CHIGORODO,ANTIOQUIA,100.0,89,89,27.66,12392,44791,52.39,6322,47.6,5745,12067,138,187
https://elecciones.registraduria.gov.co/pre_plebis_2016/99PL/DPL01091ZZZZZZZZZZZZ_L1.htm,CISNEROS,ANTIOQUIA,100.0,26,26,26.38,3017,11434,37.11,1084,62.88,1837,2921,33,63
https://elecciones.registraduria.gov.co/pre_plebis_2016/99PL/DPL01094ZZZZZZZZZZZZ_L1.htm,COCORNA,ANTIOQUIA,100.0,34,34,37.51,4864,12965,35.39,1647,64.6,3006,4653,130,81
https://elecciones.registraduria.gov.co/pre_plebis_2016/99PL/DPL01097ZZZZZZZZZZZZ_L1.htm,CONCEPCION,ANTIOQUIA,100.0,10,10,35.22,1553,4409,38.05,572,61.94,931,1503,23,27
https://elecciones.registraduria.gov.co/pre_plebis_2016/99PL/DPL01100ZZZZZZZZZZZZ_L1.htm,CONCORDIA,ANTIOQUIA,100.0,38,38,19.86,3184,16027,32.41,998,67.58,2081,3079,55,50
https://elecciones.registraduria.gov.co/pre_plebis_2016/99PL/DPL01103ZZZZZZZZZZZZ_L1.htm,COPACABANA,ANTIOQUIA,100.0,127,127,40.73,25279,62062,38.78,9535,61.21,15052,24587,323,369
https://elecciones.registraduria.gov.co/pre_plebis_2016/99PL/DPL01109ZZZZZZZZZZZZ_L1.htm,DABEIBA,ANTIOQUIA,100.0,41,41,28.6,4858,16986,64.68,2971,35.31,1622,4593,166,99
https://elecciones.registraduria.gov.co/pre_plebis_2016/99PL/DPL01112ZZZZZZZZZZZZ_L1.htm,DON MATIAS,ANTIOQUIA,100.0,39,39,32.46,5381,16576,26.02,1371,73.97,3898,5269,41,71
https://elecciones.registraduria.gov.co/pre_plebis_2016/99PL/DPL01115ZZZZZZZZZZZZ_L1.htm,EBEJICO,ANTIOQUIA,100.0,29,29,24.91,2846,11421,35.09,967,64.9,1788,2755,59,32
https://elecciones.registraduria.gov.co/pre_plebis_2016/99PL/DPL01117ZZZZZZZZZZZZ_L1.htm,EL BAGRE,ANTIOQUIA,100.0,85,85,20.85,7520,36056,43.84,3167,56.15,4056,7223,141,156
https://elecciones.registraduria.gov.co/pre_plebis_2016/99PL/DPL01118ZZZZZZZZZZZZ_L1.htm,ENTRERRIOS,ANTIOQUIA,100.0,18,18,33.68,2680,7957,32.95,868,67.04,1766,2634,16,30
https://elecciones.registraduria.gov.co/pre_plebis_2016/99PL/DPL01121ZZZZZZZZZZZZ_L1.htm,ENVIGADO,ANTIOQUIA,100.0,507,507,46.11,106988,232003,35.98,37800,64.01,67255,105055,872,1061
https://elecciones.registraduria.gov.co/pre_plebis_2016/99PL/DPL01124ZZZZZZZZZZZZ_L1.htm,FREDONIA,ANTIOQUIA,100.0,46,46,26.69,4858,18196,35.72,1703,64.27,3064,4767,27,64
https://elecciones.registraduria.gov.co/pre_plebis_2016/99PL/DPL01127ZZZZZZZZZZZZ_L1.htm,FRONTINO,ANTIOQUIA,100.0,46,46,24.05,4038,16785,55.19,2148,44.8,1744,3892,68,78
https://elecciones.registraduria.gov.co/pre_plebis_2016/99PL/DPL01130ZZZZZZZZZZZZ_L1.htm,GIRALDO,ANTIOQUIA,100.0,10,10,31.7,1251,3946,54.45,666,45.54,557,1223,11,17
https://elecciones.registraduria.gov.co/pre_plebis_2016/99PL/DPL01133ZZZZZZZZZZZZ_L1.htm,GIRARDOTA,ANTIOQUIA,100.0,111,111,35.98,17135,47612,36.3,6088,63.69,10680,16768,90,277
https://elecciones.registraduria.gov.co/pre_plebis_2016/99PL/DPL01136ZZZZZZZZZZZZ_L1.htm,GOMEZ PLATA,ANTIOQUIA,100.0,20,20,26.08,2192,8404,36.76,772,63.23,1328,2100,31,61
https://elecciones.registraduria.gov.co/pre_plebis_2016/99PL/DPL01139ZZZZZZZZZZZZ_L1.htm,GRANADA,ANTIOQUIA,100.0,24,24,35.34,3630,10270,39.46,1382,60.53,2120,3502,75,53
https://elecciones.registraduria.gov.co/pre_plebis_2016/99PL/DPL01140ZZZZZZZZZZZZ_L1.htm,GUADALUPE,ANTIOQUIA,100.0,16,16,24.54,1388,5656,54.88,714,45.11,587,1301,40,47
https://elecciones.registraduria.gov.co/pre_plebis_2016/99PL/DPL01142ZZZZZZZZZZZZ_L1.htm,GUARNE,ANTIOQUIA,100.0,77,77,46.71,14804,31687,26.73,3870,73.26,10604,14474,116,214
https://elecciones.registraduria.gov.co/pre_plebis_2016/99PL/DPL01145ZZZZZZZZZZZZ_L1.htm,GUATAPE,ANTIOQUIA,100.0,15,15,49.99,3261,6523,38.52,1232,61.47,1966,3198,26,37
https://elecciones.registraduria.gov.co/pre_plebis_2016/99PL/DPL01148ZZZZZZZZZZZZ_L1.htm,HELICONIA,ANTIOQUIA,100.0,16,16,24.23,1492,6157,44.28,632,55.71,795,1427,36,29
https://elecciones.registraduria.gov.co/pre_plebis_2016/99PL/DPL01150ZZZZZZZZZZZZ_L1.htm,HISPANIA,ANTIOQUIA,100.0,13,13,21.88,1142,5219,41.23,459,58.76,654,1113,18,11
https://elecciones.registraduria.gov.co/pre_plebis_2016/99PL/DPL01151ZZZZZZZZZZZZ_L1.htm,ITAGUI,ANTIOQUIA,100.0,527,527,39.3,96563,245703,37.09,35166,62.9,59627,94793,426,1344
https://elecciones.registraduria.gov.co/pre_plebis_2016/99PL/DPL01154ZZZZZZZZZZZZ_L1.htm,ITUANGO,ANTIOQUIA,97.95,48,49,23.88,4157,17406,69.34,2706,30.65,1196,3902,139,116
https://elecciones.registraduria.gov.co/pre_plebis_2016/99PL/DPL01157ZZZZZZZZZZZZ_L1.htm,JARDIN,ANTIOQUIA,100.0,28,28,37.98,4594,12094,35.96,1620,64.03,2884,4504,46,44
https://elecciones.registraduria.gov.co/pre_plebis_2016/99PL/DPL01160ZZZZZZZZZZZZ_L1.htm,JERICO,ANTIOQUIA,100.0,27,27,30.59,3373,11023,29.01,957,70.98,2341,3298,36,39
https://elecciones.registraduria.gov.co/pre_plebis_2016/99PL/DPL01163ZZZZZZZZZZZZ_L1.htm,LA CEJA,ANTIOQUIA,100.0,97,97,51.46,22800,44306,30.1,6715,69.89,15589,22304,171,325
https://elecciones.registraduria.gov.co/pre_plebis_2016/99PL/DPL01166ZZZZZZZZZZZZ_L1.htm,LA ESTRELLA,ANTIOQUIA,100.0,108,108,36.93,18723,50695,36.46,6725,63.53,11716,18441,88,194
https://elecciones.registraduria.gov.co/pre_plebis_2016/99PL/DPL01170ZZZZZZZZZZZZ_L1.htm,LA PINTADA,ANTIOQUIA,100.0,15,15,37.32,2459,6588,42.26,1017,57.73,1389,2406,22,31
https://elecciones.registraduria.gov.co/pre_plebis_2016/99PL/DPL01169ZZZZZZZZZZZZ_L1.htm,LA UNION,ANTIOQUIA,100.0,38,38,46.42,7529,16219,34.78,2551,65.21,4782,7333,60,136
https://elecciones.registraduria.gov.co/pre_plebis_2016/99PL/DPL01172ZZZZZZZZZZZZ_L1.htm,LIBORINA,ANTIOQUIA,100.0,24,24,29.36,2703,9204,35.78,933,64.21,1674,2607,56,40
https://elecciones.registraduria.gov.co/pre_plebis_2016/99PL/DPL01175ZZZZZZZZZZZZ_L1.htm,MACEO,ANTIOQUIA,100.0,19,19,25.43,1899,7467,42.18,777,57.81,1065,1842,31,26
https://elecciones.registraduria.gov.co/pre_plebis_2016/99PL/DPL01178ZZZZZZZZZZZZ_L1.htm,MARINILLA,ANTIOQUIA,100.0,76,76,46.53,17767,38176,31.36,5481,68.63,11993,17474,103,190
https://elecciones.registraduria.gov.co/pre_plebis_2016/99PL/DPL01001ZZZZZZZZZZZZ_L1.htm,MEDELLIN,ANTIOQUIA,100.0,346,3,46.06,694784,1508418,37.02,253548,62.97,431173,684721,3309,6754
https://elecciones.registraduria.gov.co/pre_plebis_2016/99PL/DPL01181ZZZZZZZZZZZZ_L1.htm,MONTEBELLO,ANTIOQUIA,100.0,15,15,30.23,1827,6043,55.11,953,44.88,776,1729,63,35
https://elecciones.registraduria.gov.co/pre_plebis_2016/99PL/DPL01184ZZZZZZZZZZZZ_L1.htm,MURINDO,ANTIOQUIA,100.0,9,9,42.21,1150,2724,96.06,1073,3.93,44,1117,19,14
https://elecciones.registraduria.gov.co/pre_plebis_2016/99PL/DPL01187ZZZZZZZZZZZZ_L1.htm,MUTATA,ANTIOQUIA,100.0,33,33,22.23,3030,13626,64.5,1846,35.49,1016,2862,119,49
https://elecciones.registraduria.gov.co/pre_plebis_2016/99PL/DPL01190ZZZZZZZZZZZZ_L1.htm,NARIÑO,ANTIOQUIA,100.0,25,25,27.87,2513,9015,32.58,786,67.41,1626,2412,70,31
https://elecciones.registraduria.gov.co/pre_plebis_2016/99PL/DPL01191ZZZZZZZZZZZZ_L1.htm,NECHI,ANTIOQUIA,100.0,44,44,21.08,3834,18186,51.84,1937,48.15,1799,3736,41,57
https://elecciones.registraduria.gov.co/pre_plebis_2016/99PL/DPL01192ZZZZZZZZZZZZ_L1.htm,NECOCLI,ANTIOQUIA,100.0,76,76,23.0,7475,32486,60.38,4359,39.61,2860,7219,101,155
https://elecciones.registraduria.gov.co/pre_plebis_2016/99PL/DPL01193ZZZZZZZZZZZZ_L1.htm,OLAYA,ANTIOQUIA,100.0,7,7,27.21,740,2719,37.81,273,62.18,449,722,11,7
https://elecciones.registraduria.gov.co/pre_plebis_2016/99PL/DPL01196ZZZZZZZZZZZZ_L1.htm,PEÑOL,ANTIOQUIA,100.0,36,36,34.25,5415,15806,38.36,2032,61.63,3265,5297,63,55
https://elecciones.registraduria.gov.co/pre_plebis_2016/99PL/DPL01199ZZZZZZZZZZZZ_L1.htm,PEQUE,ANTIOQUIA,100.0,18,18,38.28,2331,6089,72.85,1632,27.14,608,2240,48,43
https://elecciones.registraduria.gov.co/pre_plebis_2016/99PL/DPL01202ZZZZZZZZZZZZ_L1.htm,PUEBLORRICO,ANTIOQUIA,100.0,17,17,25.12,1787,7113,34.25,593,65.74,1138,1731,32,24
https://elecciones.registraduria.gov.co/pre_plebis_2016/99PL/DPL01205ZZZZZZZZZZZZ_L1.htm,PUERTO BERRIO,ANTIOQUIA,100.0,84,84,26.48,9028,34085,31.49,2780,68.5,6046,8826,86,116
https://elecciones.registraduria.gov.co/pre_plebis_2016/99PL/DPL01168ZZZZZZZZZZZZ_L1.htm,PUERTO NARE-LA MAGDALENA,ANTIOQUIA,100.0,31,31,32.56,3974,12202,58.77,2281,41.22,1600,3881,38,55
https://elecciones.registraduria.gov.co/pre_plebis_2016/99PL/DPL01206ZZZZZZZZZZZZ_L1.htm,PUERTO TRIUNFO,ANTIOQUIA,100.0,32,32,30.05,3902,12982,26.29,1007,73.7,2823,3830,30,42
https://elecciones.registraduria.gov.co/pre_plebis_2016/99PL/DPL01208ZZZZZZZZZZZZ_L1.htm,REMEDIOS,ANTIOQUIA,100.0,40,40,21.02,3579,17020,34.72,1186,65.27,2229,3415,38,126
https://elecciones.registraduria.gov.co/pre_plebis_2016/99PL/DPL01211ZZZZZZZZZZZZ_L1.htm,RETIRO,ANTIOQUIA,100.0,35,35,46.03,6951,15100,31.32,2145,68.67,4703,6848,45,58
https://elecciones.registraduria.gov.co/pre_plebis_2016/99PL/DPL01214ZZZZZZZZZZZZ_L1.htm,RIONEGRO,ANTIOQUIA,100.0,214,214,50.4,47791,94806,30.58,14361,69.41,32596,46957,197,637
https://elecciones.registraduria.gov.co/pre_plebis_2016/99PL/DPL01217ZZZZZZZZZZZZ_L1.htm,SABANALARGA,ANTIOQUIA,100.0,18,18,33.52,2364,7052,34.13,778,65.86,1501,2279,44,41
https://elecciones.registraduria.gov.co/pre_plebis_2016/99PL/DPL01218ZZZZZZZZZZZZ_L1.htm,SABANETA,ANTIOQUIA,100.0,125,125,45.59,27182,59616,37.06,9955,62.93,16903,26858,39,285
https://elecciones.registraduria.gov.co/pre_plebis_2016/99PL/DPL01220ZZZZZZZZZZZZ_L1.htm,SALGAR,ANTIOQUIA,100.0,33,33,18.34,2474,13483,32.54,782,67.45,1621,2403,47,24
https://elecciones.registraduria.gov.co/pre_plebis_2016/99PL/DPL01223ZZZZZZZZZZZZ_L1.htm,SAN ANDRES,ANTIOQUIA,100.0,16,16,32.81,1701,5184,44.96,706,55.03,864,1570,66,65
https://elecciones.registraduria.gov.co/pre_plebis_2016/99PL/DPL01226ZZZZZZZZZZZZ_L1.htm,SAN CARLOS,ANTIOQUIA,100.0,34,34,37.59,5242,13944,46.98,2390,53.01,2697,5087,60,95
https://elecciones.registraduria.gov.co/pre_plebis_2016/99PL/DPL01227ZZZZZZZZZZZZ_L1.htm,SAN FRANCISCO,ANTIOQUIA,100.0,14,14,26.66,1637,6140,42.28,660,57.71,901,1561,50,26
https://elecciones.registraduria.gov.co/pre_plebis_2016/99PL/DPL01229ZZZZZZZZZZZZ_L1.htm,SAN JERONIMO,ANTIOQUIA,100.0,29,29,29.17,3475,11911,37.11,1260,62.88,2135,3395,39,41
https://elecciones.registraduria.gov.co/pre_plebis_2016/99PL/DPL01230ZZZZZZZZZZZZ_L1.htm,SAN JOSE DE LA MONTAÑA,ANTIOQUIA,100.0,8,8,32.61,1032,3164,36.89,363,63.1,621,984,25,23
https://elecciones.registraduria.gov.co/pre_plebis_2016/99PL/DPL01231ZZZZZZZZZZZZ_L1.htm,SAN JUAN DE URABA,ANTIOQUIA,100.0,42,42,23.62,4118,17433,66.22,2677,33.77,1365,4042,43,33
https://elecciones.registraduria.gov.co/pre_plebis_2016/99PL/DPL01232ZZZZZZZZZZZZ_L1.htm,SAN LUIS,ANTIOQUIA,100.0,28,28,33.9,3644,10748,24.92,890,75.07,2681,3571,37,36
https://elecciones.registraduria.gov.co/pre_plebis_2016/99PL/DPL01235ZZZZZZZZZZZZ_L1.htm,SAN PEDRO,ANTIOQUIA,100.0,45,45,38.75,7331,18915,25.65,1841,74.34,5334,7175,50,106
https://elecciones.registraduria.gov.co/pre_plebis_2016/99PL/DPL01237ZZZZZZZZZZZZ_L1.htm,SAN PEDRO DE URABA,ANTIOQUIA,100.0,61,61,16.42,4146,25244,50.96,2060,49.03,1982,4042,42,62
https://elecciones.registraduria.gov.co/pre_plebis_2016/99PL/DPL01238ZZZZZZZZZZZZ_L1.htm,SAN RAFAEL,ANTIOQUIA,100.0,29,29,33.41,4061,12155,38.83,1457,61.16,2295,3752,51,258
https://elecciones.registraduria.gov.co/pre_plebis_2016/99PL/DPL01241ZZZZZZZZZZZZ_L1.htm,SAN ROQUE,ANTIOQUIA,100.0,35,35,30.63,4466,14580,41.2,1786,58.79,2548,4334,53,79
https://elecciones.registraduria.gov.co/pre_plebis_2016/99PL/DPL01244ZZZZZZZZZZZZ_L1.htm,SAN VICENTE,ANTIOQUIA,100.0,42,42,36.64,6027,16445,27.92,1642,72.07,4238,5880,67,80
https://elecciones.registraduria.gov.co/pre_plebis_2016/99PL/DPL01247ZZZZZZZZZZZZ_L1.htm,SANTA BARBARA,ANTIOQUIA,100.0,51,51,27.46,6063,22078,35.67,2101,64.32,3788,5889,67,107
https://elecciones.registraduria.gov.co/pre_plebis_2016/99PL/DPL01250ZZZZZZZZZZZZ_L1.htm,SANTA ROSA DE OSOS,ANTIOQUIA,100.0,64,64,39.82,10280,25810,30.1,2984,69.89,6927,9911,90,279
https://elecciones.registraduria.gov.co/pre_plebis_2016/99PL/DPL01253ZZZZZZZZZZZZ_L1.htm,SANTO DOMINGO,ANTIOQUIA,100.0,24,24,31.91,2929,9178,39.22,1085,60.77,1681,2766,56,107
https://elecciones.registraduria.gov.co/pre_plebis_2016/99PL/DPL01256ZZZZZZZZZZZZ_L1.htm,SANTUARIO,ANTIOQUIA,100.0,62,62,48.14,12621,26217,26.95,3329,73.04,9020,12349,122,150
https://elecciones.registraduria.gov.co/pre_plebis_2016/99PL/DPL01259ZZZZZZZZZZZZ_L1.htm,SEGOVIA,ANTIOQUIA,100.0,62,62,17.89,4684,26169,33.03,1516,66.96,3073,4589,27,68
https://elecciones.registraduria.gov.co/pre_plebis_2016/99PL/DPL01262ZZZZZZZZZZZZ_L1.htm,SONSON,ANTIOQUIA,100.0,77,77,34.16,9293,27198,26.14,2319,73.85,6550,8869,158,266
https://elecciones.registraduria.gov.co/pre_plebis_2016/99PL/DPL01265ZZZZZZZZZZZZ_L1.htm,SOPETRAN,ANTIOQUIA,100.0,30,30,35.3,4259,12063,45.27,1875,54.72,2266,4141,58,60
https://elecciones.registraduria.gov.co/pre_plebis_2016/99PL/DPL01268ZZZZZZZZZZZZ_L1.htm,TAMESIS,ANTIOQUIA,100.0,35,35,31.63,4579,14473,35.34,1579,64.65,2889,4468,59,52
https://elecciones.registraduria.gov.co/pre_plebis_2016/99PL/DPL01270ZZZZZZZZZZZZ_L1.htm,TARAZA,ANTIOQUIA,100.0,62,62,22.86,5988,26186,60.07,3477,39.92,2311,5788,90,110
https://elecciones.registraduria.gov.co/pre_plebis_2016/99PL/DPL01271ZZZZZZZZZZZZ_L1.htm,TARSO,ANTIOQUIA,100.0,14,14,20.9,1230,5883,42.12,503,57.87,691,1194,22,14
https://elecciones.registraduria.gov.co/pre_plebis_2016/99PL/DPL01274ZZZZZZZZZZZZ_L1.htm,TITIRIBI,ANTIOQUIA,100.0,22,22,24.98,2180,8726,35.26,742,64.73,1362,2104,37,39
